part,polygons,vertices,x,y,z,com_x,com_y,com_z,ang_w,ang_x,ang_y,ang_z,bbox_volume,bbox_area,square1,square2,volume,surface_area,sphericity,mean_poly_area,dev_poly_area,skew_poly_area,kurt_poly_area,err_poly_area,bbox_fraction,volume_fraction,surface_fraction,poly_fraction,relative_poly_density,poly_vert_ratio,bbox_vol_ratio,efficiency,class
body15.002,1368,686,0,-0.033999998,3.75E-17,-4.74E-09,-0.037833299,-0.026749782,180,0,-0.7071,0.7071,4.45E-07,0.000349562,1.002,1.002,2.33E-07,0.000183606,0.997153134,1.34E-07,5.61E-08,-0.490169793,-1.100290797,0.41804788,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.46048,1.994169096,1.906306635,0.99872187,ball bearing
body15.003,324,162,-3.22E-29,-1.192000031,3.75E-17,-5.97E-10,-1.199452877,-1.32E-09,90,1,0,0,2.37E-05,0.012811694,1.003,18.547,5.53E-06,0.004499302,0.194797141,1.39E-05,2.85E-06,0.021477189,-1.821036296,0.205208643,1.22E-05,1.30E-05,0.000196771,0.001249152,95.90953571,2,4.283291637,0.664788971,bearing ring
body15.004,324,162,0.324000001,-1.197000027,0,0.324000001,-1.19003284,-8.58E-10,90,-1,0,0,2.54E-05,0.017184671,1.003,28.259,5.90E-06,0.005367432,0.159586177,1.66E-05,6.49E-06,0.019715058,-1.949533347,0.391693841,1.31E-05,1.39E-05,0.000234738,0.001249152,89.84975434,2,4.305188167,0.743673857,bearing ring
body15.005,144,74,0.324000001,-0.053179681,0,0.290527016,-0.064679667,-0.063777424,180,0,-0.7071,0.7071,6.75E-06,0.002146925,1.004,1.134,5.23E-06,0.001672549,0.813224082,1.16E-05,4.86E-06,-1.253499348,0.034962708,0.418691999,3.47E-06,1.23E-05,7.31E-05,0.000555179,45.05063805,1.945945946,1.290472972,0.994692876,roller bearing
body15.006,144,74,0.643999994,-1.20449996,-7.11E-17,0.678072751,-1.193750024,-0.05901574,90,-1,0,0,5.50E-06,0.001873125,1,1.143,4.30E-06,0.001467298,0.813120388,1.02E-05,4.26E-06,-1.254109879,0.04022844,0.418406889,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83365563,1.945945946,1.279692782,0.997568765,roller bearing
body15.007,144,74,0.643999994,-0.069499999,-7.11E-17,0.678072751,-0.058750011,-0.05901574,90,-1,0,0,5.50E-06,0.001873989,1.001,1.142,4.30E-06,0.001467298,0.813120388,1.02E-05,4.26E-06,-1.254109879,0.04022844,0.418406889,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83365563,1.945945946,1.280599331,0.997322084,roller bearing
body16,324,162,-0.215999976,-0.027099997,-6.25E-15,-0.215999976,-0.020274695,8.70E-10,90,1,0,0,2.14E-05,0.013479617,1.003,22.789,4.96E-06,0.00444644,0.177957224,1.37E-05,4.08E-06,0.021915598,-1.915077073,0.297192538,1.10E-05,1.17E-05,0.000194459,0.001249152,106.8630921,2,4.308219997,0.703667099,bearing ring
body16.001,324,162,-0.215999976,-1.191100001,1.07E-16,-0.215999976,-1.184274673,8.70E-10,90,1,0,0,2.14E-05,0.013479617,1.003,22.789,4.96E-06,0.00444644,0.177957224,1.37E-05,4.08E-06,0.021915598,-1.915077073,0.297192538,1.10E-05,1.17E-05,0.000194459,0.001249152,106.8630921,2,4.308219997,0.703667099,bearing ring
body16.002,1368,686,0,-0.033999998,3.75E-17,-0.013374906,-0.037833296,-0.023166038,180,0,-0.7071,0.7071,4.44E-07,0.00034945,1,1.002,2.33E-07,0.000183606,0.997154577,1.34E-07,5.61E-08,-0.490169701,-1.100290577,0.418047867,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.44645,1.994169096,1.905394124,0.998881541,ball bearing
body16.003,324,162,-3.22E-29,-1.192000031,3.75E-17,-5.97E-10,-1.184547186,1.32E-09,90,1,0,0,2.37E-05,0.012811694,1.003,18.547,5.53E-06,0.004499302,0.194797109,1.39E-05,2.85E-06,0.021477189,-1.821036296,0.205208643,1.22E-05,1.30E-05,0.000196771,0.001249152,95.90955149,2,4.283292342,0.664788861,bearing ring
body16.004,324,162,0.324000001,-1.197000027,0,0.324000001,-1.203967214,1.22E-09,90,-1,0,0,2.54E-05,0.017184671,1.003,28.259,5.90E-06,0.005367432,0.159586103,1.66E-05,6.49E-06,0.019715058,-1.949533347,0.391693841,1.31E-05,1.39E-05,0.000234738,0.001249152,89.84979588,2,4.305190158,0.743673513,bearing ring
body16.005,144,74,0.324000001,-0.053179681,0,0.264722317,-0.064679652,-0.040916435,180,0,-0.7071,0.7071,6.70E-06,0.002135458,1,1.14,5.23E-06,0.001672549,0.813224657,1.16E-05,4.86E-06,-1.253498932,0.034961517,0.418692024,3.44E-06,1.23E-05,7.31E-05,0.000555179,45.05061064,1.945945946,1.279974286,0.997495247,roller bearing
body16.006,144,74,0.643999994,-1.20449996,-7.11E-17,0.703015745,-1.193750024,-0.034072749,90,-1,0,0,5.51E-06,0.001875197,1.003,1.141,4.30E-06,0.001467298,0.813120221,1.02E-05,4.26E-06,-1.254109837,0.040227947,0.418406916,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83366724,1.945945946,1.281868136,0.996977238,roller bearing
body16.007,144,74,0.643999994,-0.069499999,-7.11E-17,0.703015745,-0.058750004,-0.034072749,90,-1,0,0,5.52E-06,0.001876867,1.003,1.14,4.30E-06,0.001467298,0.813120221,1.02E-05,4.26E-06,-1.254109837,0.040227947,0.418406916,2.84E-06,1.01E-05,6.42E-05,0.000555179,54.83366724,1.945945946,1.283606239,0.996514139,roller bearing
body17,1368,686,0,-0.033999998,3.75E-17,-0.023166038,-0.037833296,-0.013374906,180,0,-0.7071,0.7071,4.45E-07,0.000349523,1.001,1.001,2.33E-07,0.000183606,0.997151299,1.34E-07,5.61E-08,-0.490169697,-1.100290574,0.418047868,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.478019,1.994169096,1.905992764,0.998774751,ball bearing
body17.001,144,74,0.324000001,-0.053179681,0,0.252497345,-0.064679652,-0.008681985,180,0,-0.7071,0.7071,6.69E-06,0.002133556,1.001,1.14,5.23E-06,0.001672549,0.813224024,1.16E-05,4.86E-06,-1.253498761,0.03496143,0.418692056,3.44E-06,1.23E-05,7.31E-05,0.000555179,45.05064197,1.945945946,1.278252513,0.99794928,roller bearing
body17.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.712145567,-1.193749905,-1.61E-09,90,-1,0,0,5.51E-06,0.001874604,1.001,1.142,4.30E-06,0.001467298,0.813119861,1.02E-05,4.26E-06,-1.254109756,0.040228607,0.41840694,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83369045,1.945945946,1.28124302,0.997148361,roller bearing
body17.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.712145567,-0.05875,-1.61E-09,90,-1,0,0,5.50E-06,0.001874129,1,1.143,4.30E-06,0.001467298,0.813119861,1.02E-05,4.26E-06,-1.254109756,0.040228607,0.41840694,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83369045,1.945945946,1.280723667,0.997299664,roller bearing
body18,1368,686,0,-0.033999998,3.75E-17,-0.026749786,-0.037833292,2.42E-09,180,0,-0.7071,0.7071,4.44E-07,0.000349443,1,1.001,2.33E-07,0.000183606,0.997153134,1.34E-07,5.61E-08,-0.490169793,-1.100290797,0.41804788,2.28E-07,5.50E-07,8.03E-06,0.005274197,9596.46048,1.994169096,1.905332489,0.998891288,ball bearing
body18.001,144,74,0.324000001,-0.053179681,0,0.256652862,-0.064679652,0.025541399,180,0,-0.7071,0.7071,6.69E-06,0.002135215,1,1.139,5.23E-06,0.001672549,0.813223518,1.16E-05,4.86E-06,-1.253498433,0.034960758,0.418692092,3.44E-06,1.23E-05,7.31E-05,0.000555179,45.05066939,1.945945946,1.279763926,0.997545725,roller bearing
body18.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.703015745,-1.193749905,0.03407276,90,-1,0,0,5.51E-06,0.001875975,1.002,1.141,4.30E-06,0.001467298,0.813120388,1.02E-05,4.26E-06,-1.254109879,0.04022844,0.418406889,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83365563,1.945945946,1.282670324,0.996767129,roller bearing
body18.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.703015745,-0.058749996,0.03407276,90,-1,0,0,5.52E-06,0.001877294,1.002,1.141,4.30E-06,0.001467298,0.813120388,1.02E-05,4.26E-06,-1.254109879,0.04022844,0.418406889,2.84E-06,1.01E-05,6.42E-05,0.000555179,54.83365563,1.945945946,1.284026743,0.996414325,roller bearing
body19,1368,686,0,-0.033999998,3.75E-17,-0.023166042,-0.037833296,0.013374902,180,0,-0.7071,0.7071,4.45E-07,0.000349519,1,1.002,2.33E-07,0.000183606,0.997154577,1.34E-07,5.61E-08,-0.490169701,-1.100290577,0.418047867,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.44645,1.994169096,1.905952166,0.998784035,ball bearing
body19.001,144,74,0.324000001,-0.053179681,0,0.276236743,-0.064679667,0.053913567,180,0,-0.7071,0.7071,6.72E-06,0.002141522,1.001,1.138,5.23E-06,0.001672549,0.81322304,1.16E-05,4.86E-06,-1.253499463,0.03496316,0.418691998,3.46E-06,1.23E-05,7.31E-05,0.000555179,45.05069681,1.945945946,1.285492304,0.996033897,roller bearing
body19.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.678072751,-1.193749905,0.059015736,90,-1,0,0,5.51E-06,0.001874437,1,1.143,4.30E-06,0.001467298,0.813120221,1.02E-05,4.26E-06,-1.254109837,0.040227947,0.418406916,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83366724,1.945945946,1.281049092,0.997210525,roller bearing
body19.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.678072751,-0.058749989,0.059015736,90,-1,0,0,5.51E-06,0.001876471,1.001,1.141,4.30E-06,0.001467298,0.813120221,1.02E-05,4.26E-06,-1.254109837,0.040227947,0.418406916,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83366724,1.945945946,1.283191314,0.996625981,roller bearing
body2,1490,745,-0.215999976,-0.027099997,-6.25E-15,-0.216000125,-0.027099997,1.84E-10,90,1,0,0,7.86E-05,0.013490139,1.003,3.666,1.68E-05,0.008956682,0.211001019,6.01E-06,8.18E-06,2.713673546,7.309259401,1.361164708,4.04E-05,3.96E-05,0.000391709,0.005744556,144.9766208,2,4.673086152,0.322303825,bearing ring
body2.001,1490,745,-0.215999976,-1.191100001,1.07E-16,-0.216000125,-1.191100001,1.84E-10,90,1,0,0,7.86E-05,0.013490139,1.003,3.666,1.68E-05,0.008956682,0.211001019,6.01E-06,8.18E-06,2.713673546,7.309259401,1.361164708,4.04E-05,3.96E-05,0.000391709,0.005744556,144.9766208,2,4.673086152,0.322303825,bearing ring
body2.002,1694,847,0,-0.033999998,3.75E-17,-6.75E-07,-0.034000207,-1.13E-10,180,0,-0.7071,0.7071,5.55E-05,0.00934983,1.001,2.136,1.83E-05,0.007843364,0.28088306,4.63E-06,6.98E-06,2.618485297,7.192659779,1.507541322,2.85E-05,4.32E-05,0.000343019,0.006531059,151.0954399,2,3.027002527,0.393811654,bearing ring
body2.003,1670,835,-3.22E-29,-1.192000031,3.75E-17,9.84E-07,-1.192000389,-5.59E-10,90,1,0,0,8.13E-05,0.013230248,1.003,3.183,2.18E-05,0.009639769,0.244417726,5.77E-06,8.28E-06,2.637438027,7.083029911,1.43392977,4.18E-05,5.12E-05,0.000421583,0.006438529,125.6321593,2,3.737403794,0.367224234,bearing ring
body2.004,1498,749,0.324000001,-1.197000027,0,0.324001491,-1.19699955,3.87E-10,90,-1,0,0,0.000101752,0.016719218,1.003,4.171,1.79E-05,0.010143495,0.186689996,6.77E-06,9.35E-06,2.76727114,7.506842952,1.381489843,5.23E-05,4.23E-05,0.000443613,0.005775399,136.6867285,2,5.673730356,0.29050904,bearing ring
body2.005,2260,1130,0.324000001,-0.053179681,0,0.324000001,-0.053179681,-8.93E-10,180,0,-0.7071,0.7071,0.001486232,0.097692485,1.003,3.902,0.000193899,0.061227513,0.136107717,2.71E-05,4.89E-05,1.700978097,1.212487617,1.803846379,0.000764059,0.000456831,0.002677705,0.008713219,19.07316571,2,7.664964891,0.208163398,bearing ring
body2.006,2260,1130,0.643999994,-1.20449996,-7.11E-17,0.643999994,-1.20449996,2.75E-12,90,-1,0,0,0.001239225,0.086837498,1.003,3.942,0.000160514,0.05416716,0.13540512,2.40E-05,4.32E-05,1.699500547,1.208787936,1.800551718,0.000637075,0.000378175,0.00236893,0.008713219,23.04020172,2,7.720354347,0.20765099,bearing ring
body2.007,2260,1130,0.643999994,-0.069499999,-7.11E-17,0.643999994,-0.069499999,2.75E-12,90,-1,0,0,0.001239225,0.086837498,1.003,3.942,0.000160514,0.05416716,0.13540512,2.40E-05,4.32E-05,1.699500547,1.208787936,1.800551718,0.000637075,0.000378175,0.00236893,0.008713219,23.04020172,2,7.720354347,0.20765099,bearing ring
body20,1368,686,0,-0.033999998,3.75E-17,-0.013374908,-0.037833303,0.023166034,180,0,-0.7071,0.7071,4.45E-07,0.00034956,1.002,1,2.33E-07,0.000183606,0.997151299,1.34E-07,5.61E-08,-0.490169697,-1.100290574,0.418047868,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.478019,1.994169096,1.906293576,0.998722381,ball bearing
body20.001,144,74,0.324000001,-0.053179681,0,0.306762636,-0.064679682,0.06993477,180,0,-0.7071,0.7071,6.71E-06,0.002137623,1.001,1.139,5.23E-06,0.001672549,0.813224805,1.16E-05,4.86E-06,-1.253499062,0.034961809,0.418692039,3.45E-06,1.23E-05,7.31E-05,0.000555179,45.05059889,1.945945946,1.281945351,0.996971508,roller bearing
body20.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.643999994,-1.193749905,0.068145551,90,-1,0,0,5.56E-06,0.001886012,1,1.14,4.30E-06,0.001467298,0.813119861,1.02E-05,4.26E-06,-1.254109756,0.040228607,0.41840694,2.86E-06,1.01E-05,6.42E-05,0.000555179,54.83369045,1.945945946,1.293047228,0.994058114,roller bearing
body20.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.643999994,-0.058749989,0.068145551,90,-1,0,0,5.61E-06,0.001898795,1.008,1.132,4.30E-06,0.001467298,0.813119861,1.02E-05,4.26E-06,-1.254109756,0.040228607,0.41840694,2.89E-06,1.01E-05,6.42E-05,0.000555179,54.83369045,1.945945946,1.306439475,0.99053625,roller bearing
body21,1368,686,0,-0.033999998,3.75E-17,1.47E-09,-0.037833307,0.026749782,180,0,-0.7071,0.7071,4.44E-07,0.000349417,1,1.002,2.33E-07,0.000183606,0.997153134,1.34E-07,5.61E-08,-0.490169793,-1.100290797,0.41804788,2.28E-07,5.50E-07,8.03E-06,0.005274197,9596.46048,1.994169096,1.905123363,0.998928179,ball bearing
body21.001,144,74,0.324000001,-0.053179681,0,0.341237366,-0.064679697,0.06993477,180,0,-0.7071,0.7071,6.75E-06,0.002147644,1.004,1.135,5.23E-06,0.001672549,0.813224807,1.16E-05,4.86E-06,-1.253498709,0.034961262,0.418692031,3.47E-06,1.23E-05,7.31E-05,0.000555179,45.05059889,1.945945946,1.291083557,0.994555511,roller bearing
body21.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.609927237,-1.193749905,0.05901574,90,-1,0,0,5.51E-06,0.001876389,1.001,1.142,4.30E-06,0.001467298,0.813120388,1.02E-05,4.26E-06,-1.254109879,0.04022844,0.418406889,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83365563,1.945945946,1.283073481,0.996674019,roller bearing
body21.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.609927237,-0.058749989,0.05901574,90,-1,0,0,5.52E-06,0.001877347,1.002,1.14,4.30E-06,0.001467298,0.813120388,1.02E-05,4.26E-06,-1.254109879,0.04022844,0.418406889,2.84E-06,1.01E-05,6.42E-05,0.000555179,54.83365563,1.945945946,1.284093098,0.996390701,roller bearing
body22,1368,686,0,-0.033999998,3.75E-17,0.013374902,-0.037833314,0.023166038,180,0,-0.7071,0.7071,4.45E-07,0.000349505,1.001,1.002,2.33E-07,0.000183606,0.997154577,1.34E-07,5.61E-08,-0.490169701,-1.100290577,0.418047867,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.44645,1.994169096,1.905839169,0.998804338,ball bearing
body22.001,144,74,0.324000001,-0.053179681,0,0.371763259,-0.064679712,0.053913549,180,0,-0.7071,0.7071,6.79E-06,0.002155031,1.006,1.132,5.23E-06,0.001672549,0.813225374,1.16E-05,4.86E-06,-1.253499503,0.034962832,0.418692032,3.49E-06,1.23E-05,7.31E-05,0.000555179,45.05056755,1.945945946,1.297846231,0.992776371,roller bearing
body22.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.584984243,-1.193749905,0.034072749,90,-1,0,0,5.61E-06,0.001898669,1.009,1.13,4.30E-06,0.001467298,0.813120221,1.02E-05,4.26E-06,-1.254109837,0.040227947,0.418406916,2.89E-06,1.01E-05,6.42E-05,0.000555179,54.83366724,1.945945946,1.306348053,0.990540056,roller bearing
body22.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.584984243,-0.058749992,0.034072749,90,-1,0,0,5.55E-06,0.001885437,1.003,1.138,4.30E-06,0.001467298,0.813120221,1.02E-05,4.26E-06,-1.254109837,0.040227947,0.418406916,2.86E-06,1.01E-05,6.42E-05,0.000555179,54.83366724,1.945945946,1.292483772,0.994188254,roller bearing
body23,1368,686,0,-0.033999998,3.75E-17,0.023166034,-0.037833318,0.013374904,180,0,-0.7071,0.7071,4.45E-07,0.000349471,1,1.002,2.33E-07,0.000183606,0.997151299,1.34E-07,5.61E-08,-0.490169697,-1.100290574,0.418047868,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.478019,1.994169096,1.905570528,0.998848784,ball bearing
body23.001,144,74,0.324000001,-0.053179681,0,0.39134714,-0.064679712,0.025541395,180,0,-0.7071,0.7071,7.04E-06,0.002207235,1.012,1.119,5.23E-06,0.001672549,0.813224361,1.16E-05,4.86E-06,-1.253498521,0.034960562,0.418692093,3.62E-06,1.23E-05,7.31E-05,0.000555179,45.05062239,1.945945946,1.345742806,0.980635717,roller bearing
body23.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.575854421,-1.193749905,-1.90E-09,90,-1,0,0,5.76E-06,0.001932215,1.016,1.118,4.30E-06,0.001467298,0.813119861,1.02E-05,4.26E-06,-1.254109756,0.040228607,0.41840694,2.96E-06,1.01E-05,6.42E-05,0.000555179,54.83369045,1.945945946,1.341488157,0.981635415,roller bearing
body23.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.575854421,-0.05875,-1.90E-09,90,-1,0,0,5.88E-06,0.001958361,1.026,1.105,4.30E-06,0.001467298,0.813119861,1.02E-05,4.26E-06,-1.254109756,0.040228607,0.41840694,3.02E-06,1.01E-05,6.42E-05,0.000555179,54.83369045,1.945945946,1.369116989,0.974841389,roller bearing
body24,1368,686,0,-0.033999998,3.75E-17,0.026749782,-0.037833314,-3.79E-09,180,0,-0.7071,0.7071,4.45E-07,0.000349547,1,1.001,2.33E-07,0.000183606,0.997153134,1.34E-07,5.61E-08,-0.490169793,-1.100290797,0.41804788,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.46048,1.994169096,1.906188592,0.998741632,ball bearing
body24.001,144,74,0.324000001,-0.053179681,0,0.395502627,-0.064679712,-0.008682004,180,0,-0.7071,0.7071,7.03E-06,0.002205584,1.022,1.109,5.23E-06,0.001672549,0.813224662,1.16E-05,4.86E-06,-1.25349907,0.034962242,0.418692054,3.62E-06,1.23E-05,7.31E-05,0.000555179,45.05060672,1.945945946,1.344397584,0.980882672,roller bearing
body24.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.584984243,-1.193750024,-0.03407276,90,-1,0,0,6.04E-06,0.00199218,1.029,1.097,4.30E-06,0.001467298,0.813120388,1.02E-05,4.26E-06,-1.254109879,0.04022844,0.418406889,3.10E-06,1.01E-05,6.42E-05,0.000555179,54.83365563,1.945945946,1.404996387,0.966351288,roller bearing
body24.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.584984243,-0.058750004,-0.03407276,90,-1,0,0,5.72E-06,0.001922456,1.014,1.122,4.30E-06,0.001467298,0.813120388,1.02E-05,4.26E-06,-1.254109879,0.04022844,0.418406889,2.94E-06,1.01E-05,6.42E-05,0.000555179,54.83365563,1.945945946,1.331210154,0.98421847,roller bearing
body25,1368,686,0,-0.033999998,3.75E-17,0.023166038,-0.037833314,-0.013374904,180,0,-0.7071,0.7071,4.45E-07,0.000349509,1,1.002,2.33E-07,0.000183606,0.997154577,1.34E-07,5.61E-08,-0.490169701,-1.100290577,0.418047867,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.44645,1.994169096,1.905872819,0.998798025,ball bearing
body25.001,144,74,0.324000001,-0.053179681,0,0.383277684,-0.064679705,-0.040916447,180,0,-0.7071,0.7071,6.86E-06,0.002169967,1.004,1.131,5.23E-06,0.001672549,0.813224014,1.16E-05,4.86E-06,-1.253498806,0.034961021,0.418692006,3.53E-06,1.23E-05,7.31E-05,0.000555179,45.05064589,1.945945946,1.311443495,0.989292367,roller bearing
body25.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.609927237,-1.193750024,-0.059015736,90,-1,0,0,5.75E-06,0.001928484,1.012,1.122,4.30E-06,0.001467298,0.813120221,1.02E-05,4.26E-06,-1.254109837,0.040227947,0.418406916,2.95E-06,1.01E-05,6.42E-05,0.000555179,54.83366724,1.945945946,1.337533027,0.982637388,roller bearing
body25.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.609927237,-0.058750007,-0.059015736,90,-1,0,0,5.51E-06,0.001876501,1.002,1.141,4.30E-06,0.001467298,0.813120221,1.02E-05,4.26E-06,-1.254109837,0.040227947,0.418406916,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83366724,1.945945946,1.283196604,0.996637491,roller bearing
body26,1368,686,0,-0.033999998,3.75E-17,0.013374904,-0.037833307,-0.023166034,180,0,-0.7071,0.7071,4.45E-07,0.000349557,1.002,1.001,2.33E-07,0.000183606,0.997151299,1.34E-07,5.61E-08,-0.490169697,-1.100290574,0.418047868,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.478019,1.994169096,1.906271832,0.998726198,ball bearing
body26.001,144,74,0.324000001,-0.053179681,0,0.357472956,-0.06467969,-0.063777462,180,0,-0.7071,0.7071,6.82E-06,0.002162171,1.005,1.131,5.23E-06,0.001672549,0.813225646,1.16E-05,4.86E-06,-1.253499178,0.034962805,0.418691997,3.51E-06,1.23E-05,7.31E-05,0.000555179,45.05055189,1.945945946,1.304340003,0.991106442,roller bearing
body26.002,144,74,0.643999994,-1.20449996,-7.11E-17,0.584984243,-1.215250015,-0.034072768,90,-1,0,0,5.52E-06,0.001878677,1.001,1.141,4.30E-06,0.001467298,0.813119799,1.02E-05,4.26E-06,-1.254110104,0.040228696,0.418406896,2.84E-06,1.01E-05,6.42E-05,0.000555179,54.83369625,1.945945946,1.28545209,0.996042368,roller bearing
body26.003,144,74,0.643999994,-0.069499999,-7.11E-17,0.584984243,-0.08025001,-0.034072768,90,-1,0,0,5.55E-06,0.001884378,1.003,1.138,4.30E-06,0.001467298,0.813119799,1.02E-05,4.26E-06,-1.254110104,0.040228696,0.418406896,2.85E-06,1.01E-05,6.42E-05,0.000555179,54.83369625,1.945945946,1.291407372,0.994458082,roller bearing
body27,144,74,0.324000001,-0.053179681,0,0.395502627,-0.04167971,-0.008681992,180,0,-0.7071,0.7071,6.69E-06,0.002135182,1,1.139,5.23E-06,0.001672549,0.813224411,1.16E-05,4.86E-06,-1.253498795,0.034961604,0.418692061,3.44E-06,1.23E-05,7.31E-05,0.000555179,45.05062239,1.945945946,1.279743663,0.99754603,roller bearing
body27.001,144,74,0.643999994,-1.20449996,-7.11E-17,0.609927237,-1.215250015,-0.05901574,90,-1,0,0,5.51E-06,0.001876266,1.001,1.142,4.30E-06,0.001467298,0.813119131,1.02E-05,4.26E-06,-1.254110124,0.040229117,0.418406858,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83374267,1.945945946,1.282950417,0.996704032,roller bearing
body27.002,144,74,0.643999994,-0.069499999,-7.11E-17,0.609927237,-0.08025001,-0.05901574,90,-1,0,0,5.49E-06,0.001871967,1.001,1.143,4.30E-06,0.001467298,0.813119131,1.02E-05,4.26E-06,-1.254110124,0.040229117,0.418406858,2.82E-06,1.01E-05,6.42E-05,0.000555179,54.83374267,1.945945946,1.27849051,0.997889213,roller bearing
body28,144,74,0.324000001,-0.053179681,0,0.383277684,-0.041679703,-0.040916428,180,0,-0.7071,0.7071,6.72E-06,0.002140537,1.002,1.138,5.23E-06,0.001672549,0.813225022,1.16E-05,4.86E-06,-1.253499437,0.034963085,0.418692015,3.45E-06,1.23E-05,7.31E-05,0.000555179,45.05058714,1.945945946,1.284598921,0.996268144,roller bearing
body29,144,74,0.324000001,-0.053179681,0,0.357472986,-0.041679688,-0.063777447,180,0,-0.7071,0.7071,6.75E-06,0.002146064,1,1.138,5.23E-06,0.001672549,0.813224041,1.16E-05,4.86E-06,-1.253498496,0.034961046,0.418692062,3.47E-06,1.23E-05,7.31E-05,0.000555179,45.05064197,1.945945946,1.289618625,0.994952659,roller bearing
body3,1368,686,-0.215999976,-0.027099997,-6.25E-15,-0.215999976,-0.027100002,0.036250111,90,1,0,0,1.05E-06,0.000618928,1.002,1,5.50E-07,0.00032507,0.997154642,2.38E-07,9.93E-08,-0.490169646,-1.100291246,0.418047875,5.39E-07,1.29E-06,1.42E-05,0.005274197,4073.566681,1.994169096,1.906471387,0.998693722,ball bearing
body3.001,1368,686,-0.215999976,-1.191100001,1.07E-16,-0.215999976,-1.191100001,0.036250111,90,1,0,0,1.05E-06,0.00061874,1,1.001,5.50E-07,0.00032507,0.997154642,2.38E-07,9.93E-08,-0.490169646,-1.100291246,0.418047875,5.38E-07,1.29E-06,1.42E-05,0.005274197,4073.566681,1.994169096,1.905607082,0.998844285,ball bearing
body3.002,1368,686,0,-0.033999998,3.75E-17,-1.91E-09,-0.030166689,-0.026749782,180,0,-0.7071,0.7071,4.44E-07,0.000349414,1,1.002,2.33E-07,0.000183606,0.997153134,1.34E-07,5.61E-08,-0.490169793,-1.100290797,0.41804788,2.28E-07,5.50E-07,8.03E-06,0.005274197,9596.46048,1.994169096,1.905101028,0.998931842,ball bearing
body3.003,1368,686,-3.22E-29,-1.192000031,3.75E-17,7.58E-11,-1.192000031,0.034999792,90,1,0,0,1.25E-06,0.000695034,1.001,1.001,6.54E-07,0.000365108,0.997153509,2.67E-07,1.12E-07,-0.490169921,-1.100290843,0.418047867,6.41E-07,1.54E-06,1.60E-05,0.005274197,3422.222806,1.994169096,1.905956462,0.998782503,ball bearing
body3.004,1368,686,0.324000001,-1.197000027,0,0.324000001,-1.197000027,-0.041249909,90,-1,0,0,1.23E-06,0.000689456,1,1.001,6.46E-07,0.000362249,0.997154513,2.65E-07,1.11E-07,-0.490169845,-1.100290763,0.41804787,6.33E-07,1.52E-06,1.58E-05,0.005274197,3462.824191,1.994169096,1.905401799,0.998880044,ball bearing
body3.005,144,74,0.324000001,-0.053179681,0,0.324000001,-0.064679682,-0.072027788,180,0,-0.7071,0.7071,6.77E-06,0.002150188,1,1.137,5.23E-06,0.001672549,0.813224864,1.16E-05,4.86E-06,-1.253498874,0.034962018,0.418692035,3.48E-06,1.23E-05,7.31E-05,0.000555179,45.05059889,1.945945946,1.293373091,0.993971028,roller bearing
